,words,cos_sim_scores,sim_score
0,lesbian,0.6214815378189087,0.9702990651130676
1,gay,0.42367348074913025,0.6830671429634094
2,bisexual,0.43903103470802307,0.7053674459457397
3,transgender,0.24379873275756836,0.4218757748603821
4,tran,0.3768409490585327,0.6150628924369812
5,queer,0.4964703619480133,0.7887736558914185
6,lgbt,0.13005569577217102,0.25671249628067017
7,lgbtq,0.06510477513074875,0.16239897906780243
8,homosexual,0.4082753658294678,0.660707950592041
9,woman,0.5894871950149536,0.9238408803939819
10,female,0.3967133164405823,0.6439189910888672
11,girl,0.6419357061386108,1.0
12,wife,0.5707578063011169,0.8966444730758667
13,sister,0.5969505310058594,0.9346781969070435
14,daughter,0.5766733288764954,0.9052342176437378
15,mother,0.4862336218357086,0.7739091515541077
16,non-binary,0.3047541081905365,0.5103874802589417
17,african,-0.012399890460073948,0.04985649883747101
18,asian,0.2885938286781311,0.4869215488433838
19,black,0.1890365034341812,0.34235700964927673
20,hispanic,0.11392885446548462,0.23329514265060425
21,latin,-0.04673457890748978,0.0
22,mexican,0.18218018114566803,0.3324011266231537
23,indian,0.15174461901187897,0.28820642828941345
24,arab,0.17534983158111572,0.3224829137325287
