,words,cos_sim_scores,sim_score
0,hetrosexual,0.1040208488702774,0.2917507588863373
1,cisgender,0.29011350870132446,0.5367709398269653
2,man,0.4342031478881836,0.7264875173568726
3,male,0.3794211745262146,0.654358446598053
4,boy,0.48696082830429077,0.795951247215271
5,son,0.4283660352230072,0.7188020944595337
6,father,0.35279664397239685,0.6193031072616577
7,husband,0.49233001470565796,0.8030206561088562
8,brother,0.32281291484832764,0.5798248052597046
9,white,0.08991749584674835,0.2731814980506897
10,caucasian,0.12680062651634216,0.321743905544281
11,european,-0.10523668676614761,0.01623040996491909
12,norwegian,0.10781479626893997,0.29674607515335083
13,canadian,0.05832868069410324,0.23158985376358032
14,german,-0.06707833707332611,0.06647185981273651
15,australian,0.024001171812415123,0.18639232218265533
16,english,0.04544733092188835,0.21462954580783844
17,french,-0.045910824090242386,0.0943422019481659
18,american,-0.11756367236375809,0.0
19,swedish,0.08560175448656082,0.2674991488456726
20,dutch,-0.0028235388454049826,0.1510733813047409
21,lesbian,0.6214815378189087,0.97306889295578
22,gay,0.42367348074913025,0.7126235961914062
23,bisexual,0.43903103470802307,0.7328442335128784
24,transgender,0.24379873275756836,0.47579026222229004
25,tran,0.3768409490585327,0.65096116065979
26,queer,0.4964703619480133,0.8084720969200134
27,lgbt,0.13005569577217102,0.3260297179222107
28,lgbtq,0.06510477513074875,0.24051165580749512
29,homosexual,0.4082753658294678,0.6923495531082153
30,woman,0.5894871950149536,0.9309433102607727
31,female,0.3967133164405823,0.6771262884140015
32,girl,0.6419357061386108,1.0
33,wife,0.5707578063011169,0.9062831401824951
34,sister,0.5969505310058594,0.9407699704170227
35,daughter,0.5766733288764954,0.9140718579292297
36,mother,0.4862336218357086,0.7949938178062439
37,non-binary,0.3047541081905365,0.5560475587844849
38,african,-0.012399890460073948,0.13846461474895477
39,asian,0.2885938286781311,0.5347700119018555
40,black,0.1890365034341812,0.4036872088909149
41,hispanic,0.11392885446548462,0.3047961890697479
42,latin,-0.04673457890748978,0.0932576060295105
43,mexican,0.18218018114566803,0.39465978741645813
44,indian,0.15174461901187897,0.3545866012573242
45,arab,0.17534983158111572,0.38566654920578003
