,words,cos_sim_scores,sim_score
0,hetrosexual,0.37991946935653687,0.41409844160079956
1,cisgender,0.2593996822834015,0.1917314976453781
2,man,0.29842856526374817,0.2637423574924469
3,male,0.3541717827320099,0.36659225821495056
4,boy,0.4096769094467163,0.4690028727054596
5,son,0.1627764105796814,0.013455187901854515
6,father,0.1554838865995407,0.0
7,husband,0.2361103743314743,0.14876118302345276
8,brother,0.20034244656562805,0.08276700228452682
9,white,0.23414060473442078,0.1451268345117569
10,caucasian,0.37096330523490906,0.3975737392902374
11,european,0.3645135760307312,0.38567355275154114
12,norwegian,0.2634492516517639,0.199203222990036
13,canadian,0.24638181924819946,0.16771267354488373
14,german,0.3442145586013794,0.3482205271720886
15,australian,0.2904807925224304,0.2490781992673874
16,english,0.22314375638961792,0.12483692169189453
17,french,0.325939416885376,0.31450170278549194
18,american,0.29752472043037415,0.26207470893859863
19,swedish,0.3781593441963196,0.4108509123325348
20,dutch,0.3397139310836792,0.3399165868759155
21,lesbian,0.69746994972229,1.0
22,gay,0.5769797563552856,0.777687668800354
23,bisexual,0.6031739711761475,0.8260176777839661
24,transgender,0.34312859177589417,0.3462168574333191
25,tran,0.30434805154800415,0.2746641933917999
26,queer,0.43042418360710144,0.5072830319404602
27,lgbt,0.2880256474018097,0.24454829096794128
28,lgbtq,0.28362634778022766,0.236431285738945
29,homosexual,0.40711191296577454,0.46427032351493835
30,woman,0.3932991325855255,0.43878480792045593
31,female,0.348673015832901,0.35644668340682983
32,girl,0.5095258355140686,0.6532307267189026
33,wife,0.3228180706501007,0.30874261260032654
34,sister,0.26056963205337524,0.19389012455940247
35,daughter,0.21603086590766907,0.11171317100524902
36,mother,0.24395260214805603,0.16323061287403107
37,non-binary,0.18368977308273315,0.05204172059893608
38,african,0.37375250458717346,0.40272000432014465
39,asian,0.6827099919319153,0.9727668762207031
40,black,0.33207079768180847,0.32581448554992676
41,hispanic,0.400892972946167,0.45279595255851746
42,latin,0.5344868302345276,0.6992853879928589
43,mexican,0.39771878719329834,0.4469393789768219
44,indian,0.39494696259498596,0.44182518124580383
45,arab,0.5040754675865173,0.643174409866333
