,words,cos_sim_scores,sim_score
0,lesbian,0.4504682123661041,0.8792442679405212
1,gay,0.4372357428073883,0.8363581895828247
2,bisexual,0.4877273142337799,1.0
3,transgender,0.3077515661716461,0.4167035222053528
4,tran,0.27366721630096436,0.3062370717525482
5,queer,0.47513261437416077,0.9591809511184692
6,lgbt,0.44031822681427,0.8463484644889832
7,homosexual,0.4446166157722473,0.860279381275177
8,woman,0.341717004776001,0.5267845988273621
9,female,0.37107378244400024,0.6219291090965271
10,girl,0.4043920636177063,0.7299127578735352
11,wife,0.20947588980197906,0.09819473326206207
12,sister,0.17917796969413757,0.0
13,daughter,0.22965756058692932,0.16360297799110413
14,mother,0.26642757654190063,0.28277358412742615
15,african,0.3471304178237915,0.5443292856216431
16,asian,0.4292120635509491,0.810353696346283
17,black,0.27095723152160645,0.2974540889263153
18,hispanic,0.3140476942062378,0.4371090829372406
19,latin,0.4011792838573456,0.7195001840591431
20,mexican,0.36062878370285034,0.5880771279335022
21,indian,0.34135693311691284,0.5256175994873047
22,arab,0.38247278332710266,0.6588729619979858
